-90,-90,2.5
-91.03660567,-90.05196018,2.5
-90.27149196,-87.13352986,2.5
-90.15631355,-68.00352218,2.5
-93.06045483,-23.17920358,2.5
-97.23155859,-44.0412174,2.5
-90.5100758,-75.59836905,2.5
-92.74782772,-88.69233537,2.5
-87.80338323,-57.44694483,2.5
-90.38667037,-24.98048996,2.5
-90.24681087,-24.40892794,2.5
-89.04566462,-58.44284835,2.5
-90.01645406,-65.61335372,2.5
-91.30809763,-2.247909528,2.5
-111.0282864,-36.88803209,2.5
-116.3018121,-54.03489275,2.5
-117.700407,-57.44694483,2.5
-118.1940288,-56.65888204,2.5
-118.5642451,-54.94419597,2.5
-118.2022558,-52.36350684,2.5
-118.2022558,-49.94735829,2.5
-90,-90,2.5
-90.20567573,-88.47583461,2.5
-90.16454058,-85.84318529,2.5
-86.75855053,-33.91764158,2.5
-81.16417074,7.408024635,2.5
-82.62035489,-3.009992225,2.5
-78.30116461,-47.14150836,2.5
-76.433629,-83.60023736,2.5
-70.55953022,-23.99324646,2.5
-74.55786636,-6.006362826,2.5
-78.1859862,-18.19102594,2.5
-68.85653519,-52.7185681,2.5
-66.34729132,-64.66075035,2.5
-67.26871858,-46.50932613,2.5
-63.14697699,2.116745914,2.5
-62.48881466,-4.629417954,2.5
-61.81419828,-44.0412174,2.5
-59.89730049,-57.44694483,2.5
-62.11859835,-68.09012248,2.5
-61.35348465,-66.0030551,2.5
-60.30042492,-64.10650839,2.5
-90,-90,2.5
-84.77583652,-90.83136294,2.5
-83.13865772,-89.02141654,2.5
-83.59937135,-87.18549004,2.5
-82.02800879,-56.92734299,2.5
-79.31308919,-22.26990037,2.5
-81.22998697,4.567534585,2.5
-82.31595481,-19.49869056,2.5
-77.15760756,-35.51974725,2.5
-76.70512096,-52.82248846,2.5
-73.75984454,-15.95673803,2.5
-76.58994255,4.039272716,2.5
-77.61832119,18.2244029,2.5
-77.94740236,-3.252473082,2.5
-77.96385642,-19.84509179,2.5
-73.75984454,-33.33741952,2.5
-73.35672012,-0.429303094,2.5
-78.1859862,24.33838454,2.5
-76.41717494,37.26781028,2.5
-75.81660182,13.34880565,2.5
-75.73433153,-7.833629291,2.5
-90,-90,2.5
-92.41051953,-90.39836141,2.5
-92.9946386,-86.1549464,2.5
-93.98188209,-83.48765696,2.5
-95.15834725,-59.88907347,2.5
-96.47467191,-30.80003055,2.5
-98.13653179,-10.64813925,2.5
-94.87862826,-31.1550918,2.5
-93.52116846,-52.2682465,2.5
-94.55777413,-68.1247626,2.5
-100.9172676,-51.93916534,2.5
-109.794232,-18.10442563,2.5
-114.8949901,3.554311,2.5
-104.9649659,-21.9408192,2.5
-105.1377336,-37.93589579,2.5
-104.0353117,-45.12372123,2.5
-109.0537994,-5.720581815,2.5
-109.2841562,26.29555146,2.5
-104.4631172,1.24208282,2.5
-101.0571271,-24.83326944,2.5
-95.10898508,-44.4395788,2.5
-90,-90,2.5
-90.26326493,-90.15588055,2.5
-88.47799962,-86.05102603,2.5
-84.75938246,-43.34841494,2.5
-86.57755589,-10.95990035,2.5
-85.94407465,-15.4111561,2.5
-84.75115543,-49.29785599,2.5
-83.57469027,-72.80117915,2.5
-83.73923085,-72.50673811,2.5
-81.17239777,-30.3064088,2.5
-89.21020521,6.585321724,2.5
-90.77334074,-1.537787016,2.5
-89.75318913,-33.70980084,2.5
-89.26779441,-53.87035217,2.5
-88.32168606,-66.08099537,2.5
-88.83176187,-63.33576566,2.5
-87.31798851,-12.24158489,2.5
-88.26409686,-3.512274002,2.5
-90.47716769,-5.261600191,2.5
-91.5549085,-41.83290958,2.5
-93.10158997,-66.66121743,2.5
-90,-90,2.5
-90.01645406,-86.83908882,2.5
-90.4524866,-85.03780244,2.5
-93.71861716,-45.98106426,2.5
-105.4339066,-5.417480742,2.5
-101.9209652,-2.594310754,2.5
-90.89674617,-43.03665384,2.5
-91.05305973,-68.43652371,2.5
-91.40682198,-71.50217455,2.5
-90.35376225,-29.01606424,2.5
-99.33767804,15.94681485,2.5
-97.08347206,10.98461729,2.5
-86.7503235,-27.17147771,2.5
-86.24847473,-55.85349919,2.5
-83.93667955,-63.25782538,2.5
-82.49694945,-20.84099531,2.5
-87.72933997,6.853782674,2.5
-88.53558882,23.65424211,2.5
-83.98604172,-6.647205093,2.5
-79.45294868,-27.69973958,2.5
-77.19874271,-39.5206814,2.5
-90,-90,2.5
-90.53475689,-87.43663093,2.5
-90.52652986,-83.5829173,2.5
-93.15917918,-72.55869829,2.5
-91.76881126,-5.841822244,2.5
-89.76141616,-12.34550525,2.5
-85.96052871,-60.15753442,2.5
-84.82519869,-71.7706355,2.5
-86.42946937,-55.55039812,2.5
-90.36198928,-12.04240418,2.5
-91.54668147,3.398430449,2.5
-95.42161218,-24.66872885,2.5
-96.34303944,-46.37942567,2.5
-96.54048814,-51.74864466,2.5
-98.93455361,-18.98774875,2.5
-93.29903867,8.871569813,2.5
-100.168608,-16.02601828,2.5
-98.35866157,-37.01793255,2.5
-94.91976341,-52.10370592,2.5
-95.08430399,-56.32980087,2.5
-95.68487711,-56.7628024,2.5
-90,-90,2.5
-88.65329862,-86.27338897,2.5
-88.34953139,-84.8026493,2.5
-92.54151915,-45.20326028,2.5
-102.6873446,-25.21004738,2.5
-106.7983277,-21.33967985,2.5
-98.83962635,-42.15119902,2.5
-92.55164472,-69.01154974,2.5
-91.28594793,-68.912026,2.5
-101.5431547,-23.52920205,2.5
-110.1903951,7.090934282,2.5
-104.2770597,3.530196146,2.5
-96.04496785,-15.18026636,2.5
-91.65046861,-44.61717605,2.5
-100.9761225,-30.82760941,2.5
-107.7805084,9.39103842,2.5
-114.3013783,20.08431102,2.5
-109.3803492,-5.305300038,2.5
-100.8647412,-27.27792947,2.5
-97.77644105,-35.93649457,2.5
-96.7740092,-33.2051209,2.5
-90,-90,2.5
-90.11517841,-88.28531393,2.5
-94.6647255,-72.62797854,2.5
-89.41588093,-39.0963399,2.5
-92.96173048,-18.92712854,2.5
-93.109817,-40.78504587,2.5
-95.56969871,-62.47842263,2.5
-94.65649847,-71.58011483,2.5
-91.61249771,-33.32009946,2.5
-93.89138477,-13.22882838,2.5
-95.75069335,-38.84519901,2.5
-96.19495292,-56.89270286,2.5
-93.40599005,-78.38689891,2.5
-94.25337405,-70.80071207,2.5
-92.33647627,-42.04941035,2.5
-92.80541693,-26.31413468,2.5
-95.92346096,-35.31190651,2.5
-96.72970981,-56.82342262,2.5
-89.95886485,-77.18315465,2.5
-90.30440008,-76.86273352,2.5
-91.7523572,-77.6767764,2.5
-90,-90,2.5
-87.61416156,-85.99906584,2.5
-84.8005176,-81.28800918,2.5
-79.77380282,-74.69772586,2.5
-90.15631355,-28.27996163,2.5
-78.36698084,14.51790979,2.5
-85.05555551,-9.193254101,2.5
-71.90053596,-31.95181462,2.5
-70.91329247,-39.9450229,2.5
-81.92928445,-5.599341386,2.5
-76.73802908,24.69344579,2.5
-85.72194486,4.939915903,2.5
-79.08273237,-18.48546698,2.5
-79.02514317,-25.50875183,2.5
-90.13985949,7.892986351,2.5
-88.97162136,19.62732787,2.5
-95.0020337,-2.473070325,2.5
-80.38260297,-25.20565075,2.5
-80.65409493,-21.80225871,2.5
-87.93501569,16.90807825,2.5
-87.23571822,11.02791744,2.5
-90,-90,2.5
-89.73673507,-87.37601072,2.5
-96.12090966,-82.46577334,2.5
-92.41051953,-58.26964774,2.5
-100.448327,-38.55075797,2.5
-98.73710491,-16.73614079,2.5
-88.74126455,-57.42096473,2.5
-93.38953599,-75.58970902,2.5
-95.02671478,-36.90535215,2.5
-102.422814,-12.70056651,2.5
-102.3734518,0.211539173,2.5
-104.3973009,-1.087465423,2.5
-102.8012573,-18.47680695,2.5
-99.00036984,-34.96550528,2.5
-87.5401183,-64.84261099,2.5
-87.63061562,-18.03514538,2.5
-95.7095582,1.623124168,2.5
-98.02958041,15.2280323,2.5
