0,-90,-90,0
1,-89.90127565,-88.01685298,0
2,-89.95063783,-85.5054441,0
3,-87.62238859,-41.08814695,0
4,-88.38750229,-20.84965534,0
5,-93.43067114,-40.3693644,0
6,-93.01109265,-76.42107196,0
7,-94.64004442,-84.90790198,0
8,-91.05305973,-52.10370592,0
9,-89.02921057,-12.11168443,0
10,-90.47716769,-8.318591007,0
11,-89.82723239,-19.2562097,0
12,-85.195415,-39.56398155,0
13,-87.12053981,-49.86075799,0
14,-86.85727488,-20.15685289,0
15,-83.45951186,1.224762758,0
16,-84.80874463,11.25307824,0
17,-85.66435566,-19.94035213,0
18,-83.68164165,-41.38258799,0
19,-83.500647,-53.04764926,0
20,-83.90377143,-52.13834604,0
0,-90,-90,2.5
1,-91.03660567,-90.05196018,2.5
2,-90.27149196,-87.13352986,2.5
3,-90.15631355,-68.00352218,2.5
4,-93.06045483,-23.17920358,2.5
5,-97.23155859,-44.0412174,2.5
6,-90.5100758,-75.59836905,2.5
7,-92.74782772,-88.69233537,2.5
8,-87.80338323,-57.44694483,2.5
9,-90.38667037,-24.98048996,2.5
10,-90.24681087,-24.40892794,2.5
11,-89.04566462,-58.44284835,2.5
12,-90.01645406,-65.61335372,2.5
13,-91.30809763,-2.247909528,2.5
14,-111.0282864,-36.88803209,2.5
15,-116.3018121,-54.03489275,2.5
16,-117.700407,-57.44694483,2.5
17,-118.1940288,-56.65888204,2.5
18,-118.5642451,-54.94419597,2.5
19,-118.2022558,-52.36350684,2.5
20,-118.2022558,-49.94735829,2.5
0,-90,-90,5
1,-90.26326493,-87.86097243,5
2,-91.26696248,-86.70918836,5
3,-86.84082082,-48.83021434,5
4,-84.02717687,4.576194616,5
5,-104.3890739,-24.87656959,5
6,-107.1780368,-41.65970897,5
7,-104.8415605,-36.09130927,5
8,-106.5445555,11.65143965,5
9,-109.8106861,8.949510089,5
10,-109.8189131,-42.9413935,5
11,-108.3215938,-55.36853747,5
12,-101.5178408,-1.581087169,5
13,-109.1031616,32.23633248,5
14,-113.2084491,3.727511613,5
15,-110.8390647,-22.71156193,5
16,-107.9678316,-31.68335367,5
17,-109.5556482,-31.88253438,5
18,-108.8398967,-29.4577258,5
19,-109.1031616,-26.19289425,5
20,-108.9057129,-23.40436438,5
0,-90,-90,0
1,-89.66269181,-88.98677642,0
2,-89.11148086,-86.08566615,0
3,-89.28424847,-83.77343797,0
4,-85.3352745,-34.94818522,0
5,-79.02514317,4.697435045,0
6,-82.71085221,-8.578391926,0
7,-80.81863552,-28.66966301,0
8,-86.90663706,-47.97287131,0
9,-86.5528748,-29.9946477,0
10,-77.79931583,27.36939526,0
11,-82.92475497,35.87354535,0
12,-73.43899041,-20.88429546,0
13,-83.51710106,-53.40271052,0
14,-79.65039738,-49.88673808,0
15,-70.83102218,-12.27622501,0
16,-62.53817684,28.87624059,0
17,-57.96394865,-33.90898155,0
18,-62.27491191,-56.26052063,0
19,-67.25226452,-66.58327715,0
20,-66.89027524,-58.00984682,0
0,-90,-90,2.5
1,-90.20567573,-88.47583461,2.5
2,-90.16454058,-85.84318529,2.5
3,-86.75855053,-33.91764158,2.5
4,-81.16417074,7.408024635,2.5
5,-82.62035489,-3.009992225,2.5
6,-78.30116461,-47.14150836,2.5
7,-76.433629,-83.60023736,2.5
8,-70.55953022,-23.99324646,2.5
9,-74.55786636,-6.006362826,2.5
10,-78.1859862,-18.19102594,2.5
11,-68.85653519,-52.7185681,2.5
12,-66.34729132,-64.66075035,2.5
13,-67.26871858,-46.50932613,2.5
14,-63.14697699,2.116745914,2.5
15,-62.48881466,-4.629417954,2.5
16,-61.81419828,-44.0412174,2.5
17,-59.89730049,-57.44694483,2.5
18,-62.11859835,-68.09012248,2.5
19,-61.35348465,-66.0030551,2.5
20,-60.30042492,-64.10650839,2.5
0,-90,-90,5
1,-90.26326493,-87.26343032,5
2,-91.09419487,-83.82539815,5
3,-94.13819564,-35.38118676,5
