16.0,-101.7975597404177,-85.06378253539012,0.913978494623656
13.0,-75.06794216955501,-62.13202140155313,0.8504398826979471
20.0,-86.39656125083476,-63.37906581366512,0.8357771260997067
3.0,-90.35376225163037,-56.17392032146256,2.09188660801564
19.0,-105.70539856656721,-45.5307426653124,1.6617790811339197
19.0,-104.28212253093803,-77.75471667551153,0.8015640273704789
12.0,-86.75032350246515,-27.171477709219396,1.3196480938416422
1.0,-90.27971898966123,-87.7483920336867,3.064516129032258
0.0,-90.0,-90.0,0.7624633431085044
0.0,-90.0,-90.0,0.6940371456500488
5.0,-106.7983277411033,-21.339679845227337,0.7673509286412512
11.0,-93.17563323556571,-9.097993764235369,1.050830889540567
16.0,-77.5113698145369,-20.97089577121818,0.772238514173998
5.0,-102.5791275056476,-10.596179064897669,1.2267839687194526
13.0,-100.5223702287268,-18.935788570896577,0.8651026392961878
14.0,-77.96385641545949,-19.84509178806151,0.9188660801564028
10.0,-99.33767803722043,15.946814845680223,1.3636363636363635
15.0,-97.88972091426818,-32.23759563342432,1.5249266862170088
15.0,-67.84461061300917,26.867113482299715,0.9579667644183774
0.0,-90.0,-90.0,0.7282502443792767
16.0,-95.98105016128568,16.968698461160855,1.0801564027370478
1.0,-89.02921056529338,-87.75705206432637,1.1241446725317692
0.0,-90.0,-90.0,1.3880742913000976
11.0,-102.30257275795087,-60.164995365183344,0.9579667644183774
15.0,-76.22795327373834,-23.854685974227124,1.1436950146627565
12.0,-105.62312827549039,-113.59858349309127,0.9042033235581624
7.0,-82.3159548134239,-19.49869056247485,0.9188660801564028
20.0,-82.1185061148395,-59.78515309820352,1.544477028347996
9.0,-95.98105016128568,-61.0581776022345,1.1779081133919844
7.0,-87.63884264609493,-74.81030625802492,0.9775171065493646
18.0,-100.37428370478851,-86.68320826500772,0.8699902248289346
20.0,-108.8974858603483,-89.25523736498869,0.7771260997067448
12.0,-97.09169909082291,-72.3075574031613,0.8553274682306939
20.0,-92.7889628675046,-52.649287851118295,0.6451612903225806
9.0,-143.13015397741808,-16.892021339935255,0.8797653958944283
7.0,-88.17359953809434,-69.99532922237034,0.7673509286412512
13.0,-84.00249578049895,23.96600321801141,1.04594330400782
12.0,-92.79718989661228,-2.5250305087284914,1.5249266862170088
1.0,-88.65329861991155,-86.27338896889059,0.689149560117302
11.0,-98.38334266072917,-28.972764082270018,0.860215053763441
11.0,-90.1480865239383,-32.89575796203898,1.3880742913000976
19.0,-91.7112220543981,-102.10872130286295,0.7478005865102639
10.0,-84.85810680769801,2.6363477525127905,1.8719452590420333
20.0,-90.89674617273747,-54.41593410161031,0.8651026392961878
19.0,-90.51007580467636,-76.28251146676826,1.075268817204301
14.0,-117.81558541307687,-39.139640053238544,1.1974584555229717
18.0,-92.27825421443535,-104.92856051037897,0.7478005865102639
19.0,-91.79349234547493,-44.75133990774242,1.021505376344086
15.0,-105.30227414029073,27.707136454347335,2.732160312805474
0.0,-90.0,-90.0,1.0019550342130987
14.0,-76.40072088499969,-89.28121745690768,1.0410557184750733
9.0,-100.91726762589559,-54.2513935194566,2.072336265884653
5.0,-126.62673358740558,-12.787166816733304,1.3343108504398826
2.0,-93.14272511913498,-88.19871362694937,1.1681329423264906
20.0,-101.09826226626463,-77.51223581760091,0.9188660801564028
20.0,-123.81308963257791,-67.10287898872171,1.3831867057673508
4.0,-89.44878904978522,-28.27996163109671,1.5053763440860215
16.0,-61.057311599170525,-57.22178402886218,1.075268817204301
13.0,-98.06248852552953,-58.19170746050489,1.5884652981427174
2.0,-94.53309303833345,-66.1502756183584,0.8455522971652003
13.0,-99.46931050294336,-57.057243446708554,1.3685239491691104
8.0,-70.55953021854461,-23.993246464461805,1.1485826001955033
7.0,-76.43362900143042,-83.60023735728645,1.3929618768328444
13.0,-99.51044564848178,-71.79661559542099,1.217008797653959
17.0,-60.2428357175099,16.40579646958254,0.9042033235581624
20.0,-98.94278064005162,-20.364693626441507,1.1094819159335287
17.0,-110.1726753720392,-105.55341502884109,0.9384164222873901
7.0,-98.30929939876002,-83.5569372040881,1.3880742913000976
11.0,-79.92188934308808,-16.995941707611237,1.0850439882697946
16.0,-101.41911640146427,8.369288035972005,1.1485826001955033
16.0,-99.48576456115872,-47.09820821109207,1.6666666666666665
12.0,-104.31503064736876,-60.41733533489918,1.412512218963832
12.0,-109.36642651948624,-78.35225878964852,0.8455522971652003
20.0,-81.35339240782497,-41.98879013368885,0.8553274682306939
16.0,-91.39859494830614,20.0083692156838,0.7282502443792767
9.0,-89.20197817655473,-78.95846093442519,0.7771260997067448
19.0,-101.28748393574135,-35.822848318246265,1.7008797653958942
12.0,-108.23932353173365,-61.88088051300282,1.2854349951124144
15.0,-83.59937135422247,1.4845636774371087,1.0019550342130987
17.0,-59.89730049498719,-57.44694482549357,1.2756598240469208
7.0,-91.89221669476713,-74.09152371493259,1.5004887585532747
17.0,-106.75845829235067,-57.2217840288622,1.6568914956011729
19.0,-87.93501569397151,16.908078246683175,1.5933528836754642
7.0,-71.90053596309697,-31.951814622315332,1.7253176930596288
19.0,-100.26733232638863,-56.381761056814575,1.3831867057673508
5.0,-92.95350344965827,-20.035612462134182,1.6568914956011729
3.0,-83.59937135422247,-87.18549004210838,1.0068426197458455
0.0,-90.0,-90.0,0.7575757575757576
6.0,-79.97568145648448,-52.8887043904949,0.7429130009775171
1.0,-90.26326493144586,-88.02551301415603,0.7233626588465298
3.0,-95.20770942516346,-58.05314697027021,1.8670576735092865
3.0,-97.341041357625,16.534631079252662,0.9090909090909092
5.0,-107.31789627167312,-51.428223530925315,1.1436950146627565
